order_id,customer_id,customer_name,email,order_date,ship_date,product_id,product_name,category,region,city,quantity,unit_price,discount,revenue,payment_method,customer_segment,rating
ORD002979,CUST01052,Timothy Schwartz,mannalexis@example.com,2023-08-07,2023-08-18,PROD704,Balanced neutral time-frame,Books,Central,Dallas,5.0,479.87,0.0,2399.35,PayPal,Returning,5.0
ORD002980,CUST00393,Tamara Ford,amanda39@example.org,2024-04-23,2024-04-24,PROD185,Upgradable zero tolerance portal,Clothing,South,Miami,2.0,67.64,0.15,114.99,PayPal,Returning,
ORD002981,CUST00973,Robert Patton,huntercarrillo@example.org,2024-06-06,2024-06-08,PROD846,Robust value-added forecast,Electronics,East,New York,6.0,358.83,0.2,1722.38,PayPal,VIP,
ORD002982,CUST00318,Michelle Davis,groberts@example.com,2023-01-30,2023-02-11,PROD706,Versatile high-level forecast,Clothing,West,Seattle,7.0,87.15,0.0,610.05,Credit Card,Returning,1.0
ORD002983,CUST00109,Rebecca Foster,wbullock@example.net,2024-05-15,2024-05-17,PROD371,Managed human-resource open system,Clothing,West,Los Angeles,7.0,391.52,0.0,2740.64,PAYPAL,Returning,4.0
ORD002984,CUST00246,Chelsey Phillips,johnsonjames@example.net,2023-07-24,2023-08-02,PROD684,Balanced 3rdgeneration database,Clothing,South,Miami,3.0,193.0,0.05,550.05,PayPal,New,2.0
ORD002985,CUST00649,Julie Cook,atkinsondavid@example.com,2024-06-30,2024-07-05,PROD161,Phased leadingedge Local Area Network,electronics,West,Los Angeles,6.0,192.18,0.05,1095.43,PayPal,VIP,5.0
ORD002986,CUST00472,Mark Garcia,gscott@example.net,2023-07-07,2023-07-11,PROD743,Polarized well-modulated forecast,Electronics,East,New York,6.0,335.32,0.1,1810.73,credit card,New,5.0
ORD002987,CUST00181,Marvin Cox,fhunter@example.net,2023-01-29,2023-02-06,PROD365,Multi-channeled 24/7 open architecture,Clothing,North,Minneapolis,8.0,431.06,0.1,3103.63,PAYPAL,New,2.0
ORD002988,CUST00585,Michelle Woodward,mccartyrebecca@example.org,2023-10-15,2023-10-27,PROD413,Seamless optimizing synergy,Sports,East,Boston,8.0,295.75,0.0,2366.0,PAYPAL,New,4.0
ORD002989,CUST00890,Jesse Barnes Jr.,vanessa91@example.com,2024-08-04,2024-08-13,PROD608,User-centric uniform task-force,electronics,North,Milwaukee,3.0,237.15,0.1,640.31,Debit Card,Returning,
ORD002990,CUST00287,Lindsay Stewart MD,pallen@example.net,2024-10-29,2024-11-03,PROD359,Robust zero-defect open architecture,Sports,Central,Kansas City,7.0,17.32,0.0,121.24,PayPal,Returning,5.0
ORD002991,CUST00518,Rodney Tucker,alan75@example.org,2023-04-05,2023-04-12,PROD913,Ameliorated methodical data-warehouse,Electronics,West,Los Angeles,4.0,89.09,0.15,302.91,Apple Pay,New,1.0
ORD002992,CUST01198,Bethany Perez,jaredmorton@example.com,2023-08-11,2023-08-14,PROD373,Total transitional ability,Clothing,West,Los Angeles,4.0,450.96,0.15,1533.26,Apple Pay,Returning,3.0
ORD002993,CUST01168,Matthew Cole,belliott@example.org,2024-03-13,2024-03-15,PROD462,Adaptive tertiary toolset,Books,South,Atlanta,8.0,356.96,0.0,2855.68,PayPal,Returning,
ORD002994,CUST00590,Brandon Watkins,tatemichelle@example.net,2023-06-27,2023-07-05,PROD334,Multi-tiered heuristic collaboration,Books,Central,Dallas,2.0,298.34,0.2,477.34,Debit Card,VIP,3.0
ORD002995,CUST00975,Billy Dickson,jacksonstephen@example.org,2023-08-07,2023-08-17,PROD782,Innovative national installation,home & garden,North,Detroit,7.0,518.19,0.0,3627.33,Credit Card,New,4.0
ORD002996,CUST00252,Scott Weiss,zmartin@example.com,2023-04-12,2023-04-14,PROD644,Monitored human-resource definition,Electronics,East,Philadelphia,7.0,142.69,0.0,998.83,Debit Card,New,
ORD002997,CUST01005,Emily Watts,troyadams@example.com,2024-08-24,2024-08-30,PROD322,Multi-layered tertiary intranet,Electronics,East,Philadelphia,3.0,268.2,0.05,764.37,Debit Card,Returning,4.0
ORD002998,CUST00384,Curtis Ferguson,ariassandra@example.org,2024-03-27,2024-04-05,PROD601,Intuitive heuristic toolset,home & garden,South,Atlanta,-7.0,462.99,0.1,-2916.84,Debit Card,New,2.0
ORD002999,CUST00140,Erica Dudley,wendygutierrez@example.org,2024-08-05,2024-08-16,PROD104,Advanced heuristic function,Books,East,Washington DC,6.0,133.86,0.05,763.0,,New,5.0
ORD003000,CUST00430,Laura Burke,patrickherrera@example.com,2023-02-01,2023-02-12,PROD233,Programmable exuding monitoring,Books,West,San Francisco,6.0,35.79,0.1,193.27,Debit Card,VIP,3.0
ORD003001,CUST00765,Joshua Nguyen,icervantes@example.com,2024-06-13,2024-06-19,PROD833,Quality-focused dynamic hierarchy,Electronics,North,Minneapolis,,412.2,0.05,1174.77,,New,2.0
ORD003002,CUST00249,Michael Taylor,zlowe@example.com,2024-07-28,2024-08-08,PROD758,Cross-group dynamic circuit,Sports,South,Houston,2.0,523.49,0.2,837.58,,Returning,1.0
ORD003003,CUST00943,Barbara Young,bbowen@example.com,2023-08-03,,PROD664,Synergized national info-mediaries,Books,South,Atlanta,8.0,567.92,0.0,4543.36,Credit Card,Returning,
ORD003004,CUST00573,Elijah Bowen,williamvazquez@example.org,2023-03-10,,PROD533,Synergized encompassing customer loyalty,Clothing,North,Minneapolis,3.0,573.07,0.15,1461.33,PayPal,Returning,
ORD003005,CUST00199,Jennifer Alvarez,paulmiller@example.com,2023-12-15,2023-12-26,PROD354,Mandatory radical attitude,Home & Garden,West,Seattle,1.0,354.68,0.1,319.21,,New,4.0
ORD003006,CUST00590,Jennifer Dunn,mendozarebecca@example.org,2023-07-02,2023-07-11,PROD666,Monitored real-time system engine,Home & Garden,South,New Orleans,6.0,67.11,0.0,402.66,credit card,New,1.0
ORD003007,CUST00606,Grace Small,xwilkerson@example.org,2023-05-30,2023-06-01,PROD999,Re-engineered coherent open architecture,Home & Garden,East,Washington DC,7.0,160.17,0.0,1121.19,credit card,Returning,4.0
ORD003008,CUST00738,Sean Hernandez,shelley02@example.net,2023-02-04,2023-02-12,PROD504,Compatible encompassing forecast,Home & Garden,West,Seattle,7.0,340.37,0.15,2025.2,Apple Pay,Returning,2.0
ORD003009,CUST01102,Sarah Elliott,xburns@example.com,2023-04-04,2023-04-13,PROD385,Expanded tertiary product,Home & Garden,West,Seattle,-4.0,393.61,0.05,-1495.72,PAYPAL,New,
ORD003010,CUST00506,Melissa Patel,state@example.org,2024-11-23,,PROD594,Optional multi-tasking moratorium,Sports,East,Philadelphia,3.0,556.15,0.0,1668.45,Debit Card,New,1.0
ORD003011,CUST00286,Tina Vasquez,sara68@example.net,2024-01-18,2024-01-25,PROD842,Upgradable dedicated interface,Books,Central,Nashville,3.0,591.52,0.15,1508.38,Debit Card,VIP,
ORD003012,CUST00317,David Nelson,talvarado@example.com,2023-05-25,2023-05-31,PROD457,Automated background capability,Clothing,West,Los Angeles,8.0,13288.5,0.0,4753.44,Credit Card,New,2.0
ORD003013,CUST00002,Mr. Bryce Chen MD,rosalescharles@example.net,2023-12-15,2023-12-22,PROD720,Business-focused executive array,Clothing,East,Boston,1.0,350.3,0.2,280.24,Debit Card,New,3.0
ORD003014,CUST00662,Karen Daugherty,brucehall@example.org,2024-10-14,2024-10-21,PROD979,Proactive clear-thinking encoding,Clothing,North,Detroit,4.0,79.38,0.1,285.77,credit card,Returning,
ORD003015,CUST00204,Kimberly Bray,aarongarcia@example.net,2023-02-14,2023-02-21,PROD902,Face-to-face bi-directional functionalities,Electronics,North,Milwaukee,8.0,167.05,0.05,1269.58,,New,
ORD003016,CUST00782,Kristi Hammond,sean73@example.org,2023-10-18,2023-10-22,PROD466,Multi-tiered bandwidth-monitored orchestration,Clothing,West,Seattle,8.0,54.06,0.15,367.61,credit card,Returning,3.0
ORD003017,CUST00306,Zachary Daniels,lorrainejensen@example.org,2023-09-19,2023-09-25,PROD618,Secured client-server open system,Books,North,Minneapolis,7.0,260.3,0.1,1639.89,Debit Card,Returning,3.0
ORD003018,CUST00169,Michael Jackson,jonesrobert@example.org,2023-06-27,2023-07-04,PROD920,Upgradable client-server structure,Electronics,North,Milwaukee,5.0,413.2,0.0,2066.0,PAYPAL,Returning,2.0
ORD003019,CUST00014,Michael Hall,rogerwalsh@example.com,2024-07-30,2024-07-31,PROD564,Re-contextualized bifurcated Graphical User Interface,Electronics,North,Minneapolis,2.0,130.91,0.0,261.82,Apple Pay,New,
ORD003020,CUST00856,Jennifer Mendoza,bgonzales@example.net,2024-04-20,2024-05-01,PROD938,Enhanced non-volatile attitude,Sports,East,New York,7.0,9.2,0.0,64.4,PayPal,Returning,4.0
ORD003021,CUST00516,Elizabeth Hernandez,jackson45@example.org,2024-02-14,2024-02-20,PROD855,Cross-group multi-tasking workforce,Books,West,Portland,7.0,234.0,0.2,1310.4,PAYPAL,Returning,5.0
ORD003022,CUST00589,Karen Bowers,sellerslori@example.net,2023-12-04,2023-12-10,PROD599,Expanded human-resource instruction set,CLOTHING,West,Seattle,2.0,297.15,0.0,594.3,Apple Pay,New,
ORD003023,CUST00349,Kenneth Campos,hross@example.com,2023-06-20,2023-06-21,PROD903,Exclusive bi-directional functionalities,Home & Garden,East,Boston,6.0,416.94,0.05,2376.56,Credit Card,New,
ORD003024,CUST00504,David Barnes,bradferguson@example.org,2023-11-09,2023-11-16,PROD813,Profound interactive software,electronics,West,San Francisco,-7.0,125.29,0.0,-877.03,,Returning,2.0
ORD003025,CUST00725,Matthew Gray,brandonbarton@example.org,2023-03-22,2023-03-24,PROD813,Multi-lateral multimedia interface,CLOTHING,South,Houston,5.0,402.81,0.05,1913.35,Debit Card,Returning,1.0
ORD003026,CUST00932,Julie Byrd,freed@example.com,2023-10-11,2023-10-15,PROD659,Profit-focused neutral knowledge user,Clothing,East,New York,8.0,562.16,0.0,4497.28,,Returning,1.0
ORD003027,CUST00417,Gloria Wang,terryeric@example.net,2023-12-24,2023-12-31,PROD650,Synergized responsive support,CLOTHING,South,Miami,7.0,584.16,0.0,4089.12,PayPal,New,
ORD003028,CUST01195,Mitchell Schwartz,johnsilva@example.com,2023-12-01,2023-12-12,PROD534,Extended exuding infrastructure,Clothing,Central,Denver,1.0,417.04,0.1,375.34,PayPal,Returning,4.0
ORD003029,CUST00742,Scott Bates,meghan99@example.net,2024-02-07,2024-02-18,PROD844,Optimized regional product,CLOTHING,South,Atlanta,5.0,86.75,0.1,390.38,Credit Card,New,1.0
ORD003030,CUST00261,Sharon Goodman,adamlewis@example.net,2023-03-20,2023-03-30,PROD231,Organic discrete knowledgebase,Books,South,New Orleans,6.0,514.36,0.15,2623.24,PAYPAL,Returning,
ORD003031,CUST00555,Mary Roach,stephanie60@example.org,2024-10-11,,PROD322,Universal attitude-oriented info-mediaries,electronics,North,Chicago,7.0,107.06,0.0,749.42,Debit Card,Returning,
ORD003032,CUST00493,Robert Reyes,qhernandez@example.com,2024-06-18,2024-06-21,PROD421,Intuitive holistic neural-net,Clothing,East,New York,3.0,233.04,0.0,699.12,PAYPAL,Returning,5.0
ORD003033,CUST01084,Kayla Huang,joshua18@example.com,2024-11-19,2024-11-24,PROD878,Automated maximized interface,electronics,East,New York,1.0,88.98,0.0,88.98,,New,
ORD003034,CUST00553,Austin Hall,,2024-06-11,2024-06-12,PROD579,Diverse global initiative,electronics,South,Atlanta,-8.0,19.54,0.0,-156.32,credit card,Returning,2.0
ORD003035,CUST00703,Gary Wright,grichards@example.org,2023-05-13,2023-05-21,PROD330,Cross-platform responsive secured line,Home & Garden,East,Boston,4.0,296.26,0.0,1185.04,PayPal,Returning,1.0
ORD003036,CUST00506,Julia Davidson,renee06@example.com,2023-04-10,2023-04-13,PROD283,Vision-oriented incremental matrices,CLOTHING,East,Washington DC,7.0,259.65,0.0,1817.55,Credit Card,Returning,1.0
ORD003037,CUST00512,Autumn Montgomery,kramersara@example.org,2024-10-19,2024-10-21,PROD727,Automated holistic encoding,Electronics,East,New York,5.0,499.15,0.0,2495.75,PayPal,Returning,3.0
ORD003038,CUST00089,Marie Clay,lisa40@example.net,2023-07-13,2023-07-17,PROD454,Networked background Graphical User Interface,Sports,West,Portland,2.0,499.65,0.1,899.37,,Returning,3.0
ORD003039,CUST00184,Julia Hudson,lauren23@example.net,2024-11-14,2024-11-16,PROD500,Multi-tiered next generation utilization,CLOTHING,East,Washington DC,-3.0,55.14,0.15,-140.61,credit card,Returning,5.0
ORD003040,CUST00442,Kayla Holmes,moyerchristopher@example.org,2023-01-04,2023-01-16,PROD927,Universal value-added customer loyalty,Clothing,North,Chicago,5.0,117.81,0.0,589.05,,New,2.0
ORD003041,CUST00816,Nicole Bell,obaker@example.org,2024-10-08,2024-10-09,PROD619,Face-to-face contextually-based archive,Home & Garden,South,Houston,3.0,103.26,0.05,294.29,Apple Pay,VIP,3.0
ORD003042,CUST00447,Mark Dillon,,2023-02-27,,PROD749,Seamless asymmetric hub,CLOTHING,West,Los Angeles,-4.0,326.54,0.0,-1306.16,PayPal,Returning,
ORD003043,CUST00982,Dominique Vaughn,jason17@example.com,2024-04-01,2024-04-07,PROD380,Ameliorated neutral Local Area Network,Clothing,West,Portland,6.0,333.16,0.0,1998.96,credit card,New,2.0
ORD003044,CUST00584,Alan Ford,mbell@example.org,2023-12-29,2024-01-09,PROD440,Enterprise-wide multi-state throughput,Books,East,Washington DC,7.0,514.12,0.1,3238.96,PayPal,Returning,3.0
ORD003045,CUST00792,Alexis Morgan,michelle90@example.net,2023-04-21,2023-05-03,PROD521,Fully-configurable discrete project,Books,North,Minneapolis,,240.55,0.15,1635.74,PAYPAL,VIP,
ORD003046,CUST00558,Brian Nelson,michellephillips@example.net,2024-04-03,2024-04-15,PROD230,Organized web-enabled capability,Clothing,South,Atlanta,3.0,343.77,0.05,979.74,credit card,New,3.0
ORD003047,CUST00093,Johnny Villanueva,warnercarol@example.net,2023-07-22,2023-07-30,PROD733,Customer-focused bandwidth-monitored core,Sports,West,Seattle,4.0,293.38,0.05,1114.84,Credit Card,Returning,2.0
ORD003048,CUST00411,Jennifer Atkins,pamelaellison@example.net,2023-07-03,2023-07-13,PROD256,Mandatory actuating encryption,Home & Garden,West,San Francisco,2.0,14.6,0.2,23.36,credit card,New,1.0
ORD003049,CUST00673,Yvonne Benitez,gillespiejustin@example.org,2023-05-17,2023-05-26,PROD772,Customer-focused cohesive capability,Clothing,East,Washington DC,8.0,484.13,0.15,3292.08,Apple Pay,Returning,
ORD003050,CUST00804,Kevin Tran,andersonmarcus@example.net,2023-02-21,2023-03-01,PROD104,Operative well-modulated emulation,Home & Garden,Central,Dallas,5.0,185.55,0.05,881.36,,Returning,2.0
ORD003051,CUST01085,David Russell,maxwellaustin@example.org,2024-06-01,2024-06-04,PROD588,Re-contextualized mission-critical superstructure,electronics,Central,Nashville,6.0,543.73,0.0,3262.38,Apple Pay,New,
ORD003052,CUST00623,Jamie Hernandez,jasoncallahan@example.net,2023-05-27,2023-06-02,PROD269,Implemented fresh-thinking interface,Home & Garden,South,Atlanta,3.0,295.27,0.15,752.94,Credit Card,Returning,3.0
ORD003053,CUST00853,Andrew Lawson,karamartin@example.org,2023-07-17,2023-07-28,PROD861,Secured local time-frame,Sports,West,San Francisco,5.0,384.63,0.05,1826.99,,New,4.0
ORD003054,CUST01065,James Mcgrath,cindy03@example.net,2023-06-22,2023-07-01,PROD356,Re-engineered solution-oriented utilization,Books,Central,Nashville,7.0,455.86,0.15,2712.37,PayPal,VIP,
ORD003055,CUST00471,George Harper,clairehughes@example.net,2023-03-27,2023-04-05,PROD771,Virtual even-keeled capability,CLOTHING,South,Miami,6.0,253.17,0.0,1519.02,Credit Card,Returning,5.0
ORD003056,CUST00140,Juan Sherman,john01@example.org,2024-02-09,2024-02-19,PROD716,Distributed optimizing matrices,Books,North,Chicago,5.0,284.01,0.1,1278.05,Debit Card,Returning,5.0
ORD003057,CUST00158,Melissa Miller,lscott@example.com,04/04/2023,2023-04-15,PROD256,Decentralized needs-based functionalities,electronics,Central,Dallas,3.0,558.58,0.0,1675.74,Credit Card,New,2.0
ORD003058,CUST00010,Kaitlyn Kent,paynemartin@example.net,2023-09-06,2023-09-13,PROD662,Upgradable static orchestration,Sports,North,Detroit,-4.0,408.94,0.0,-1635.76,Apple Pay,Returning,1.0
ORD003059,CUST00935,Patrick Flynn,phaynes@example.com,2024-09-29,2024-10-05,PROD815,Triple-buffered interactive installation,Sports,North,Detroit,,63.12,0.2,201.98,Credit Card,Returning,
ORD003060,CUST00603,Peter Huff,billy82@example.org,2024-01-21,2024-01-27,PROD896,Diverse radical projection,Books,North,Milwaukee,4.0,493.39,0.0,1973.56,PayPal,VIP,3.0
ORD003061,CUST00120,Jeffery Nicholson,ecruz@example.com,2023-11-08,2023-11-15,PROD290,Multi-tiered global hardware,Sports,East,Washington DC,2.0,281.79,0.15,479.04,PAYPAL,New,1.0
ORD003062,CUST00414,Kristin Chen,williamsmatthew@example.net,2024-11-03,2024-11-15,PROD215,Re-engineered empowering analyzer,Books,Central,Denver,1.0,517.32,0.1,465.59,credit card,New,3.0
ORD003063,CUST00718,Harry Miller,juliesmith@example.net,2023-07-02,2023-07-07,PROD267,Compatible impactful standardization,Sports,Central,Denver,4.0,87.61,0.15,297.87,Credit Card,New,4.0
ORD003064,CUST01012,Douglas Green,astevenson@example.net,2023-10-25,2023-10-28,PROD215,Upgradable full-range success,Home & Garden,Central,Kansas City,4.0,104.64,0.05,397.63,Apple Pay,Returning,
ORD003065,CUST01039,Jacqueline Warren,fhiggins@example.org,2023-05-19,2023-05-29,PROD274,Optimized stable info-mediaries,Electronics,Central,Nashville,6.0,62.03,0.0,372.18,,Returning,1.0
ORD003066,CUST00740,Jose Davidson,iwilliams@example.org,2023-08-02,2023-08-13,PROD450,Down-sized discrete interface,electronics,West,Seattle,,567.53,0.0,2837.65,PayPal,Returning,1.0
ORD003067,CUST00915,Kathleen Lee,jeremyyoung@example.com,2024-05-28,2024-06-03,PROD150,Networked didactic portal,Electronics,Central,Kansas City,5.0,250.65,0.05,1190.59,,Returning,2.0
ORD003068,CUST00476,Kaitlyn Molina,trevor69@example.org,2024-02-07,,PROD271,Exclusive 24hour process improvement,Sports,North,Milwaukee,1.0,207.15,0.1,186.44,,VIP,2.0
ORD003069,CUST00222,Kelly Aguirre,aperry@example.com,2024-08-01,2024-08-02,PROD300,Versatile homogeneous methodology,Electronics,South,Atlanta,4.0,82.61,0.0,330.44,,New,5.0
ORD003070,CUST00136,Stacy Cruz,kimberlywilliams@example.com,2024-01-08,2024-01-09,PROD179,Enterprise-wide high-level encoding,Electronics,Central,Dallas,1.0,243.73,0.0,243.73,Apple Pay,New,4.0
ORD003071,CUST00184,Carla Campbell,robertjohnson@example.com,2024-03-26,2024-04-05,PROD776,Phased modular focus group,Home & Garden,East,Philadelphia,7.0,571.52,0.15,3400.54,PayPal,Returning,5.0
ORD003072,CUST00562,Amy Perez,hernandezbrittney@example.org,2024-07-09,2024-07-20,PROD549,Phased mission-critical monitoring,Home & Garden,North,Detroit,1.0,548.78,0.0,548.78,Credit Card,Returning,3.0
ORD003073,CUST00314,Sheryl Shelton,cramirez@example.net,2024-08-01,2024-08-08,PROD990,Upgradable dynamic archive,Books,South,Miami,2.0,292.94,0.1,527.29,PAYPAL,Returning,2.0
ORD003074,CUST00926,Lisa Moore PhD,basskimberly@example.net,2024-07-22,2024-07-23,PROD846,Profit-focused methodical flexibility,Clothing,South,Atlanta,6.0,574.57,0.0,3447.42,,VIP,
ORD003075,CUST01029,Jordan Horton,xwilliams@example.com,2024-06-28,2024-07-03,PROD294,User-friendly maximized productivity,Home & Garden,Central,Denver,8.0,471.38,0.0,3771.04,credit card,New,4.0
ORD003076,CUST00868,Shane Mitchell,mmoore@example.com,2024-12-17,2024-12-22,PROD392,Monitored context-sensitive Internet solution,Electronics,North,Detroit,4.0,347.32,0.05,1319.82,credit card,Returning,5.0
ORD003077,CUST00159,Donna Ritter,eric44@example.org,2023-11-23,2023-12-05,PROD259,Virtual heuristic array,Books,Central,Denver,6.0,82.87,0.0,497.22,PayPal,VIP,
ORD003078,CUST00842,Perry Peters,dramirez@example.net,2023-11-16,2023-11-17,PROD236,Centralized global support,CLOTHING,South,Atlanta,3.0,38.63,0.0,115.89,Apple Pay,Returning,3.0
ORD003079,CUST00400,John Martin,vwalters@example.net,2024-03-01,2024-03-05,PROD220,Progressive next generation ability,Clothing,East,Boston,7.0,113.26,0.0,792.82,credit card,VIP,2.0
ORD003080,CUST00543,Isaiah Jackson,victoria69@example.net,2023-05-31,2023-06-02,PROD182,Cloned eco-centric benchmark,Electronics,East,Philadelphia,8.0,207.02,0.1,1490.54,,Returning,2.0
ORD003081,CUST00228,Samantha Garcia,richardcampbell@example.net,2023-09-01,2023-09-10,PROD357,De-engineered secondary encryption,Electronics,East,Washington DC,6.0,49.38,0.1,266.65,PayPal,New,5.0
ORD003082,CUST01082,Shannon Rodriguez,uquinn@example.net,2023-06-27,2023-07-02,PROD974,Pre-emptive methodical neural-net,Home & Garden,Central,Nashville,,197.31,0.15,670.85,Apple Pay,New,1.0
ORD003083,CUST01165,Danielle Lang,caroline93@example.org,2024-10-28,2024-10-30,PROD671,Managed eco-centric functionalities,Books,East,Philadelphia,4.0,514.7,0.05,1955.86,PayPal,Returning,1.0
ORD003084,CUST00980,Michael Green,tbrown@example.net,2023-05-24,2023-05-29,PROD862,Horizontal real-time toolset,Clothing,North,Chicago,5.0,542.93,0.0,2714.65,PAYPAL,Returning,3.0
ORD003085,CUST00774,Todd Vaughan,millssamantha@example.net,2024-03-11,2024-03-18,PROD721,Right-sized non-volatile capability,Books,West,Los Angeles,7.0,72.97,0.0,510.79,PAYPAL,New,
ORD003086,CUST00159,Jasmine Dixon,glenn99@example.org,2024-09-04,2024-09-16,PROD268,Monitored executive moratorium,Sports,North,Milwaukee,7.0,206.21,0.05,1371.3,Debit Card,Returning,2.0
ORD003087,CUST00339,Perry Kelley,nina62@example.org,2023-02-15,2023-02-16,PROD623,Face-to-face multi-state array,CLOTHING,North,Milwaukee,1.0,116.41,0.05,110.59,credit card,New,2.0
ORD003088,CUST00947,Jay Gutierrez,anthonybutler@example.net,2023-03-23,2023-03-28,PROD563,Re-contextualized neutral attitude,Books,North,Milwaukee,5.0,88.9,0.0,444.5,PayPal,New,1.0
ORD003089,CUST00975,Susan Andrews,kimberly64@example.net,2023-03-28,2023-04-02,PROD169,Synchronized discrete synergy,Books,North,Minneapolis,3.0,158.15,0.0,474.45,PayPal,Returning,2.0
ORD003090,CUST00964,Curtis Brown,codyrandall@example.com,2024-09-05,2024-09-17,PROD615,Optimized content-based benchmark,electronics,Central,Kansas City,5.0,276.89,0.0,1384.45,Debit Card,New,3.0
ORD003091,CUST00033,Michael Dawson,melissa84@example.com,2024-08-11,2024-08-19,PROD379,Integrated fault-tolerant orchestration,Sports,West,Portland,4.0,237.02,0.05,900.68,,New,1.0
ORD003092,CUST00053,Elizabeth Price,christinafoster@example.com,2024-08-06,2024-08-07,PROD492,Persevering asynchronous focus group,home & garden,East,Boston,6.0,583.99,0.05,3328.74,Credit Card,VIP,4.0
ORD003093,CUST00669,Sharon Murray,seanstrickland@example.com,2023-11-11,2023-11-22,PROD498,Reduced responsive orchestration,Home & Garden,South,Miami,7.0,15.17,0.05,100.88,Debit Card,New,
ORD003094,CUST01193,Craig Chang,felicia17@example.com,2024-06-23,2024-06-24,PROD515,Reverse-engineered real-time synergy,electronics,East,New York,3.0,513.49,0.0,1540.47,PayPal,New,3.0
ORD003095,CUST00855,Shawn Perry,carsonlori@example.org,2024-04-09,2024-04-21,PROD597,Pre-emptive zero tolerance policy,CLOTHING,South,New Orleans,6.0,27.65,0.05,157.6,PayPal,Returning,
ORD003096,CUST01129,Beth Collins,wcurtis@example.org,2023-12-05,2023-12-07,PROD775,Optimized hybrid budgetary management,Electronics,East,Boston,6.0,563.24,0.15,2872.52,PayPal,Returning,
ORD003097,CUST00877,Mr. Jonathan Payne,jacqueline26@example.com,2024-08-26,2024-09-06,PROD994,Persistent cohesive pricing structure,CLOTHING,South,New Orleans,5.0,339.75,0.2,1359.0,,Returning,2.0
ORD003098,CUST01148,Scott Strickland,max39@example.net,2024-11-11,2024-11-20,PROD246,Fully-configurable tangible installation,Clothing,North,Detroit,1.0,265.41,0.0,265.41,credit card,New,3.0
ORD003099,CUST00684,Carol Johnson,ericortega@example.com,2023-03-12,2023-03-24,PROD271,Grass-roots empowering complexity,home & garden,South,Miami,,228.19,0.0,1825.52,Credit Card,Returning,2.0
ORD003100,CUST01021,Catherine Ross,mariamartinez@example.net,2023-09-09,2023-09-13,PROD457,Decentralized fault-tolerant access,Clothing,North,Milwaukee,7.0,50.36,0.1,317.27,PAYPAL,New,2.0
ORD003101,CUST00788,Kelly Williams,patrick39@example.net,2023-10-21,2023-10-23,PROD162,Decentralized uniform pricing structure,Sports,Central,Dallas,2.0,291.17,0.2,465.87,PayPal,New,1.0
ORD003102,CUST00033,Amanda Davidson,marycasey@example.net,2023-09-13,2023-09-20,PROD149,Fully-configurable explicit Local Area Network,Sports,Central,Kansas City,7.0,37.26,0.0,260.82,credit card,VIP,1.0
ORD003103,CUST00950,Larry Nelson,gary41@example.org,2024-03-01,2024-03-09,PROD465,Synergized leadingedge conglomeration,Books,Central,Denver,7.0,301.71,0.05,2006.37,PayPal,Returning,1.0
ORD003104,CUST00228,Dana Mack,scottlee@example.org,2024-05-31,2024-06-02,PROD310,Optional executive intranet,Sports,South,Miami,5.0,125.22,0.2,500.88,Credit Card,Returning,
ORD003105,CUST00144,Michael Bautista,joshua15@example.org,2024-12-08,2024-12-12,PROD123,Fully-configurable actuating hardware,Electronics,South,Atlanta,2.0,127.44,0.15,216.65,PayPal,New,2.0
ORD003106,CUST00609,Monique Webb,byrdwendy@example.net,2024-01-30,2024-02-07,PROD530,Customer-focused non-volatile moratorium,Clothing,West,Los Angeles,2.0,195.3,0.0,390.6,,VIP,
ORD003107,CUST01195,Patricia Nunez,jessicaskinner@example.org,2024-04-09,2024-04-21,PROD271,Compatible full-range Local Area Network,electronics,East,Boston,8.0,153.3,0.0,1226.4,Debit Card,New,
ORD003108,CUST01100,Bryan Richards,gene75@example.net,2024-04-09,2024-04-17,PROD947,Integrated 24/7 time-frame,Books,East,Boston,3.0,227.67,0.0,683.01,PayPal,Returning,3.0
ORD003109,CUST01196,Joshua Salazar,debra19@example.net,2024-11-25,2024-12-07,PROD542,Multi-tiered real-time collaboration,Clothing,North,Milwaukee,2.0,450.74,0.15,766.26,PayPal,New,
ORD003110,CUST00320,George Dixon,bartlettjesse@example.org,2023-01-31,2023-02-05,PROD438,Sharable empowering Internet solution,Electronics,Central,Dallas,6.0,106.08,0.2,509.18,Credit Card,Returning,5.0
ORD003111,CUST00617,Lori Brown,andrea62@example.net,2024-05-14,2024-05-24,PROD533,Horizontal needs-based strategy,Sports,Central,Nashville,1.0,79.34,0.15,67.44,PAYPAL,Returning,3.0
ORD003112,CUST00991,Michael Lee,loriosborn@example.com,2024-05-30,2024-06-11,PROD533,Enhanced encompassing Graphic Interface,Electronics,North,Detroit,5.0,401.29,0.05,1906.13,Debit Card,New,1.0
ORD003113,CUST00180,Nicole Howard,amanda02@example.com,2023-01-13,2023-01-25,PROD395,Centralized needs-based interface,Home & Garden,South,Miami,3.0,482.13,0.15,1229.43,credit card,Returning,
ORD003114,CUST00107,Sheila Sloan,ychristian@example.com,2024-07-29,2024-08-05,PROD860,Configurable contextually-based structure,Home & Garden,South,Atlanta,6.0,552.65,0.0,3315.9,credit card,New,
